Hospital_ID;Land;Kreis;Gemeinde;Adresse_Name;Adresse_Name_Standort;Adresse_Strasse_Standort;Adresse_Haus-Nr._Standort;Adresse_Postleitzahl_Standort;Adresse_Ort_Standort;Telefonvorwahl/-nummer;E-Mail Adresse;Internet-Adresse;Traeger;T_Name;EinrichtungsTyp;Allgemeine_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung;Spezielle_Notfallversorgung
ID1974;09;376;149;Passauer Wolf Reha-Zentrum Nittenau Neurologie, Frührehabilitation;Passauer Wolf Reha-Zentrum Nittenau Neurologie, Frührehabilitation;Eichendorffstr.;21;93149;Nittenau;09436 950-904;info@rz-ni.de;www.reha-zentrum-nittenau.de;3;Passauer Wolf Reha-Zentrum Nittenau GmbH;2;0;2;2;2;2;2
ID1975;09;376;150;Vincera Klinik Burg Wernberg GmbH;Vincera Klinik Burg Wernberg GmbH;Schlossberg;10;92533;Wernberg;;;;3;Vincera Holding GmbH;4;0;2;2;2;2;2
ID1976;09;376;151;Asklepios Klinik Oberviechtach;Asklepios Klinik Oberviechtach;Teunzer Str.;15;92526;Oberviechtach;09671 930-0;;;3;Asklepios Klinikum Bad Abbach GmbH;2;0;2;2;1;2;2
ID1977;09;376;161;Asklepios Orthopädische Klinik Lindenlohe;Asklepios Orthopädische Klinik Lindenlohe;Lindenlohe;18;92421;Schwandorf;09431 888-0;info@klinik-lindenlohe.de;www.klinik-lindenlohe.de;3;Asklepios Klinik Lindenlohe GmbH;2;0;2;2;2;2;2
ID1978;09;376;161;Asklepios Orthopädische Klinik Lindenlohe Privatklinik;Asklepios Orthopädische Klinik Lindenlohe Privatklinik;Lindenlohe;18;92421;Schwandorf;;;;3;Asklepios Klinik Lindenlohe GmbH;4;0;2;2;2;2;2
ID1979;09;376;161;Krankenhaus St. Barbara Schwandorf;Krankenhaus St. Barbara Schwandorf;Steinberger Str.;24;92421;Schwandorf;09431 52-0;info@barmherzige-schwandorf.de;www.barmherzige-schwandorf.de;2;Barmherzige Brüder gemeinnützige Krankenhaus GmbH;2;2;2;2;2;2;2
ID1980;09;377;129;Kliniken Nordoberpfalz AG Krankenhaus Kemnath;Kliniken Nordoberpfalz AG Krankenhaus Kemnath;Werner-v.-Siemens-Str.;7;95478;Kemnath;09642 706-0;keminfo@kliniken-nordoberpfalz.ag;www.krankenhaus-kemnath.de;1;Kliniken Nordoberpfalz AG;2;1;2;2;2;2;2
ID1981;09;377;154;Kliniken Nordoberpfalz AG Krankenhaus Tirschenreuth;Kliniken Nordoberpfalz AG Krankenhaus Tirschenreuth;St.-Peter-Str.;31;95643;Tirschenreuth;09631 87-0;tirinfo@kliniken-nordoberpfalz.ag;www.krankenhaus-tirschenreuth.de;1;Kliniken Nordoberpfalz AG;2;1;2;2;2;2;2
ID1982;09;461;000;Bezirkskrankenhaus Bayreuth;Bezirkskrankenhaus Bayreuth Tagesklinik Bamberg;Buger Str.;80;96049;Bamberg;0921 283-0;info@bezirkskrankenhaus-bayreuth.de;www.bezirkskrankenhaus-bayreuth.de;1;Kommunalunternehmen Gesundheitseinrichtungen des Bezirks Oberfranken AöR;2;0;2;2;2;2;2
ID1983;09;461;000;Sozialstiftung Bamberg;Sozialstiftung Bamberg Betriebsstätte am Bruderwald;Buger Str.;80;96049;Bamberg;0951 503-0;info@sozialstiftung-bamberg.de;www.sozialstiftung-bamberg.de;1;Sozialstiftung Bamberg;2;3;2;1;2;2;2
ID1984;09;461;000;Sozialstiftung Bamberg;Sozialstiftung Bamberg Betriebsstätte am Michelsberg;St.-Getreu-Str.;18;96049;Bamberg;0951 503-0;info@sozialstiftung-bamberg.de;www.sozialstiftung-bamberg.de;1;Sozialstiftung Bamberg;2;0;2;2;2;2;2
ID1985;09;462;000;Bezirkskrankenhaus Bayreuth;Bezirkskrankenhaus Bayreuth;Nordring;2;95445;Bayreuth;0921 283-0;info@bezirkskrankenhaus-bayreuth.de;www.bezirkskrankenhaus-bayreuth.de;1;Kommunalunternehmen Gesundheitseinrichtungen des Bezirks Oberfranken AöR;2;0;2;2;2;2;2
ID1986;09;462;000;Klinikum Bayreuth GmbH;Klinikum Bayreuth GmbH Klinik Hohe Warte;Hohe Warte;8;95445;Bayreuth;0921 400-0;poststelle@klinikum-bayreuth.de;www.klinikum-bayreuth.de;1;Klinikum Bayreuth GmbH;2;1;2;2;2;1;2
ID1987;09;462;000;Klinikum Bayreuth GmbH;Klinikum Bayreuth GmbH Klinikum Bayreuth;Preuschwitzer Str.;101;95445;Bayreuth;0921 400-0;poststelle@klinikum-bayreuth.de;www.klinikum-bayreuth.de;1;KlinikumBayreuth GmbH;2;2;2;2;2;2;2
ID1988;09;463;000;Bezirksklinikum Obermain;Bezirksklinikum Obermain Tagesklinik Coburg;Gustav-Hirschfeld-Ring;9;96450;Coburg;09547 81-0;info@bezirksklinikum-obermain.de;www.bezirksklinikum-obermain.de;1;Kommunalunternehmen Gesundheitseinrichtungen des Bezirks Oberfranken AöR;2;0;2;2;2;2;2
ID1989;09;463;000;Bezirkskrankenhaus Bayreuth;Bezirkskrankenhaus Bayreuth Tagesklinik Coburg;Hinterer Glockenberg;25c;96450;Coburg;0921 283-0;info@bezirkskrankenhaus-bayreuth.de;www.bezirkskrankenhaus-bayreuth.de;1;Kommunalunternehmen Gesundheitseinrichtungen des Bezirks Oberfranken AöR;2;0;2;2;2;2;2
ID1990;09;463;000;Klinikum Coburg GmbH;Klinikum Coburg GmbH;Ketschendorfer Str.;33;96450;Coburg;09561 22-0;info@klinikum-coburg.de;www.klinikum-coburg.de;1;regioMed-Kliniken GmbH;2;2;2;1;2;1;1
ID1991;09;464;000;Bezirkskrankenhaus Bayreuth;Bezirkskrankenhaus Bayreuth Tagesklinik Hof;Eppenreuther Str.;9a;95032;Hof;0921 283-0;info@bezirkskrankenhaus-bayreuth.de;www.bezirkskrankenhaus-bayreuth.de;1;Kommunalunternehmen Gesundheitseinrichtungen des Bezirks Oberfranken AöR;2;0;2;2;2;2;2
ID1992;09;464;000;Sana Klinikum Hof GmbH;Sana Klinikum Hof GmbH;Eppenreuther Str.;9;95032;Hof;09281 98-0;info@sana-klinikum-hof.de;www.sana-klinikum-hof.de;3;Sana Klinikum Hof GmbH;2;3;2;1;2;2;2
ID1993;09;471;120;Kliniken des Landkreises Bamberg;Kliniken des Landkreises Bamberg Steigerwaldklinik Burgebrach;Am Eichelberg;1;96138;Burgebrach;09542 779-0;info@gkg-bamberg.de;www.juraklinik-schesslitz.de;1;Gemeinnützige Krankenhausgesellschaft des Landkreises Bamberg mbH;2;1;2;2;2;2;2
ID1994;09;471;185;Kliniken des Landkreises Bamberg;Kliniken des Landkreises Bamberg Juraklinik Scheßlitz;Oberend;29;96110;Scheßlitz;09542 779-0;info@gkg-bamberg.de;www.juraklinik-schesslitz.de;1;Gemeinnützige Krankenhausgesellschaft des Landkreises Bamberg mbH;2;1;2;2;2;2;2
ID1995;09;472;175;Sana Klinik Pegnitz GmbH;Sana Klinik Pegnitz GmbH;Langer Berg;12;91257;Pegnitz;09241 981-0;info@sana-pegnitz.de;www.sana-pegnitz.de;3;Sana Kliniken AG;2;1;2;2;2;2;2
ID1996;09;473;151;Klinik Neustadt GmbH;Klinik Neustadt GmbH;Seilersgründchen;8;96465;Neustadt b. Coburg;09568 925-0;info@krankenhaus-neustadt.de;www.krankenhaus-neustadt.de;1;regioMed-Kliniken GmbH;2;0;2;2;2;2;2
ID1997;09;473;158;Krankenhaus Medical Park GmbH & Co. KG;Krankenhaus Medical Park GmbH & Co. KG;Kurring;16;96476;Bad Rodach;09564 93-0;badrodach@medicalpark.de;www.medicalpark.de;3;Medical Park Bad Rodach Verwaltungs GmbH;2;0;2;2;2;2;2
ID1998;09;474;121;Klinikum Forchheim - Fränkische Schweiz gGmbH Fachkrankenhaus für Innere Medizin;Klinik Fränkische Schweiz Fachkrankenhaus für Innere Medizin;Feuersteinstr.;2;91320;Ebermannstadt;09194 55-0;info@klinik-fraenkische-schweiz.de;www.klinik-fraenkische-schweiz.de;1;Klinikum Forchheim - Fränkische Schweiz gGmbH;2;0;2;2;2;2;1
ID1999;09;474;126;Klinikum Forchheim - Fränkische Schweiz gGmbH;Klinikum Forchheim Fränkische Schweiz gGmbH;Krankenhausstr.;10;91301;Forchheim;09191 610-0;info@klinikum-forchheim.de;www.klinikum-forchheim.de;1;Klinikum Forchheim - Fränkische Schweiz gGmbH;2;1;2;2;2;2;2
ID2000;09;474;126;Psychiatrische Tagesklinik-Bamberg Forchheim gGmbH;Psychiatrische Tagesklinik-Bamberg Forchheim gGmbH;Krankenhausstr.;8;91301;Forchheim;;;;1;Psychiatrische Tagesklinik-Bamberg Forchheim gGmbH;2;0;2;2;2;2;2
ID2001;09;475;112;Klinik am Park;Klinik am Park;Berliner Str.;2;95138;Bad Steben;09288 73-0;info@rehaklinik-am-park.de;;3;Rehaklinik am Park Verwaltungs GmbH;2;0;2;2;2;2;2
ID2002;09;475;154;Kliniken HochFranken;Kliniken HochFranken Klinik Münchberg;Hofer Str.;40;95213;Münchberg;;;;1;Kliniken HochFranken;2;1;2;2;2;2;2
ID2003;09;475;156;Kliniken HochFranken;Kliniken HochFranken Klinik Naila;Hofer Str.;45;95119;Naila;;;;1;Kliniken HochFranken;2;1;2;2;2;2;2
ID2004;09;475;162;Bezirksklinik Rehau;Bezirksklinik Rehau;Fohrenreuther Str.;48;95111;Rehau;09283 599-0;info@bezirksklinik-rehau.de;www.bezirksklinik-rehau.de;1;Kommunalunternehmen Gesundheitseinrichtungen des Bezirks Oberfranken AöR;2;0;2;2;2;2;2
ID2005;09;476;145;Bezirksklinikum Obermain;Bezirksklinikum Obermain Tagesklinik Kronach;Friesener Str.;49;96317;Kronach;09547 81-0;info@bezirksklinikum-obermain.de;www.bezirksklinikum-obermain.de;1;Kommunalunternehmen Gesundheitseinrichtungen des Bezirks Oberfranken AöR;2;0;2;2;2;2;2
ID2006;09;476;145;HELIOS Frankenwaldklinik Kronach;HELIOS Frankenwaldklinik Kronach;Friesener Str.;41;96317;Kronach;09261 59-0;info.kronach@helios-kliniken.de;www.helios-kliniken.de/kronach;3;Frankenwaldklinik Kronach GmbH;2;1;2;2;2;2;2
ID2007;09;477;128;Klinikum Kulmbach;Klinikum Kulmbach;Albert-Schweitzer-Str.;10;95326;Kulmbach;09221 98-0;;www.klinikum-kulmbach.de;1;Zweckverband Klinikum Kulmbach;2;3;2;2;2;2;2
ID2008;09;477;156;Klinikum Kulmbach;Klinikum Kulmbach Fachklinik Stadtsteinach;Kronacher Str.;26;95346;Stadtsteinach;09221 98-0;;www.klinikum-kulmbach.de;1;Zweckverband Klinikum Kulmbach;2;0;2;2;2;2;2
ID2009;09;477;163;Klinik Wirsberg GmbH & Co. KG Klinik für Psychiatrie und Psychotherapie;Klinik Wirsberg GmbH & Co. KG Klinik für Psychiatrie und Psychotherapie;Goldene Adlerhütte;2;95339;Wirsberg;09227 934-0;privatklinik-wirsberg@t-online.de;www.privatklinik-wirsberg.de;3;Felix Pinkow-Margerie;3;0;2;2;2;2;2
ID2010;09;478;120;Bezirksklinikum Obermain;Bezirksklinikum Obermain;Kutzenberg;19;96250;Ebensfeld;09547 81-0;info@bezirksklinikum-obermain.de;www.bezirksklinikum-obermain.de;1;Kommunalunternehmen Gesundheitseinrichtungen des Bezirks Oberfranken AöR;2;0;2;2;2;2;2
ID2011;09;478;139;Helmut-G.-Walther-Klinikum Lichtenfels GmbH;Helmut-G.-Walther-Klinikum Lichtenfels GmbH;Prof.-Arneth-Str.;2b;96215;Lichtenfels;;;;1;regioMed-Kliniken GmbH;2;1;2;2;2;2;2
ID2012;09;478;165;Schön Klinik Bad Staffelstein;Schön Klinik Bad Staffelstein;Am Kurpark;11;96231;Bad Staffelstein;;;;3;Schön Klinik Bad Staffelstein SE & Co. KG;2;0;2;2;2;2;2
ID2013;09;479;136;Klinikum Fichtelgebirge gGmbH;Klinikum Fichtelgebirge gGmbH Haus Marktredwitz;Schillerhain;1-8;95615;Marktredwitz;09231 809-0;info@klinikum-fichtelgebirge.de;www.klinikum-fichtelgebirge.de;1;Klinikum Fichtelgebirge gGmbH;2;1;2;2;2;2;2
ID2014;09;479;152;Klinikum Fichtelgebirge gGmbH;Klinikum Fichtelgebirge gGmbH Haus Selb;Weißenbacher Str.;62;95100;Selb;09231 809-0;info@klinikum-fichtelgebirge.de;www.klinikum-fichtelgebirge.de;1;Klinikum Fichtelgebirge gGmbH;2;1;2;2;2;2;2
ID2015;09;561;000;ANregiomed gKU, AöR;ANregiomed Klinikum Ansbach;Escherichstr.;1;91522;Ansbach;0981 484-0;;www.anregiomed.de;1;Stadt und Landkreis Ansbach;2;3;2;2;2;2;2
ID2016;09;561;000;Bezirksklinikum Ansbach;Bezirksklinikum Ansbach;Feuchtwanger Str.;38;91522;Ansbach;0981 4653-0;info@bezirkskliniken-mfr.de;www.bezirksklinikum-ansbach.de;1;Bezirkskliniken Mittelfranken;2;0;2;2;2;2;2
ID2017;09;561;000;Cnopf'sche Kinderklinik;Cnopf'sche Kinderklinik Zweigstelle Ansbach;Escherichstr.;1;91522;Ansbach;0911 3340-01;cnopfsche@diakonieneuendettelsau.de;www.cnopfsche-kinderklinik.de;2;Evang.-Luth. Diakoniewerk Neuendettelsau;2;0;2;1;2;2;2
ID2018;09;561;000;Rangauklinik Ansbach GmbH Fachklinik für Lungen- und Bronchialheilkunde;Rangauklinik Ansbach GmbH Fachklinik für Lungen- und Bronchialheilkunde;Strüth;24;91522;Ansbach;0981 840-0;info@rangauklinik.de;www.rangauklinik.de;2;Evang.-Luth. Diakoniewerk Neuendettelsau;2;0;2;2;1;2;2
ID2019;09;562;000;Klinikum am Europakanal;Klinikum am Europakanal Erlangen;Am Europakanal;71;91056;Erlangen;09131 753-0;klinikum.am.europakanal@bezirkskliniken-mfr.de;www.klinikum-am-europakanal.de;1;Bezirkskliniken Mittelfranken;2;0;2;2;2;2;2
ID2020;09;562;000;Malteser Waldkrankenhaus St. Marien gGmbH Akuthaus;Malteser Waldkrankenhaus St. Marien gGmbH Akuthaus;Rathsberger Str.;57;91054;Erlangen;09131 822-0;info@waldkrankenhaus.de;www.waldkrankenhaus.de;2;Malteser Waldkrankenhaus Erlangen gGmbH;2;2;2;2;2;2;1
ID2021;09;562;000;Universitätsklinikum Erlangen;Universitätsklinikum Erlangen;Maximiliansplatz;2;91054;Erlangen;09131 85-0;;www.uk-erlangen.de;1;Freistaat Bayern Bayer. Staatsministerium für Wissenschaft und Kunst;1;3;2;1;2;2;2
ID2022;09;563;000;Klinikum am Europakanal;Klinikum am Europakanal Pschiatrische Tagesklinik Fürth;Friedrich-Ebert-Str.;50;90766;Fürth;09131 753-0;klinikum.am.europakanal@bezirkskliniken-mfr.de;www.klinikum-am-europakanal.de;1;Bezirkskliniken Mittelfranken;2;0;2;2;2;2;2
ID2023;09;563;000;Klinikum Fürth;Klinikum Fürth;Jakob-Henle-Str.;1;90766;Fürth;0911 7580-0;info@klinikum-fuerth.de;www.klinikum-fuerth.de;1;Stadt Fürth;2;3;2;1;2;2;2
ID2024;09;564;000;310KLINIK GmbH;310KLINIK GmbH;Neumeyerstr.;46-48;90411;Nürnberg;0911 58068-0;info@310klinik.com;www.31klinik.com;3;310KLINIK GmbH;2;0;2;2;2;2;2
ID2025;09;564;000;Clinic im Centrum;Clinic im Centrum;Karl-Grillenberger-Str.;1;90402;Nürnberg;0911 2010390;info@clinic-nbg.de;www.clinic-nbg.de;3;Dr. med. Roland Hornung;4;0;2;2;2;2;2
ID2026;09;564;000;Cnopf'sche Kinderklinik;Klinik Hallerwiese-Cnopf'sche Kinderklinik;St.-Johannis-Mühlgasse;19;90419;Nürnberg;0911 3340-01;cnopfsche@diakonieneuendettelsau.de;www.cnopfsche-kinderklinik.de;2;Evang.-Luth. Diakoniewerk Neuendettelsau;2;1;2;1;2;2;2
ID2027;09;564;000;Elisee Klinik Nürnberg GmbH;Elisee Klinik Nürnberg GmbH;Elisabeth-Selbert-Platz;1;90473;Nürnberg;0911 81797070;anmeldung@elisee-klinik.de;www.elisee-klinik.de;3;Elisee Klinik Nürnberg GmbH;4;0;2;2;2;2;2
ID2028;09;564;000;Internistische Klinik Dr. Steger AG;Internistische Klinik Dr. Steger AG;Philipp-Kittler-Str.;27;90480;Nürnberg;0911 9403-301;kontakt@klinik-steger.de;www.klinik-steger.de;3;Internistische Klinik Dr. Steger AG;2;0;2;2;2;2;2
ID2029;09;564;000;Klinik am Birkenwald GmbH;Klinik am Birkenwald GmbH;Weiltinger Str.;11;90449;Nürnberg;0911 6808-0;verwaltung@sana-klinik-nuernberg.de;www.sana-klinik-nuernberg.de;3;Klinik am Birkenwald GmbH;2;0;2;2;2;2;2
ID2030;09;564;000;Klinik Kaiserstraße;Klinik Kaiserstraße;Kaiserstr.;36;90403;Nürnberg;0911 2743130;info@klinik-kaiserstrasse.de;www.klinik-kaiserstrasse.de;3;Dr. med. Dimitris Doumouras Dr. med. Christine Federschmidt-Doumouras GbR;4;0;2;2;2;2;2
ID2031;09;564;000;Kliniken Dr. Erler gGmbH Fachkrankenhaus für Orthopädie und Chirurgie;Kliniken Dr. Erler gGmbH Fachkrankenhaus für Orthopädie und Chirurgie;Kontumazgarten;4-18;90429;Nürnberg;0911 2728-0;info@erler-klinik.de;www.erler-klinik.de;2;Kliniken Dr. Erler gGmbH;2;0;2;2;1;2;2
ID2032;09;564;000;Klinikum Nürnberg;Klinikum Nürnberg Klinikum Nürnberg Nord;Prof.-Ernst-Nathan-Str.;1;90419;Nürnberg;0911 398-0;;www.klinikum-nuernberg.de;1;Selbst. Kommunalunternehmen Klinikum Nürnberg;2;2;2;2;2;2;2
ID2033;09;564;000;Klinikum Nürnberg;Klinikum Nürnberg Klinikum Nürnberg Süd;Breslauer Str.;201;90471;Nürnberg;0911 398-0;;www.klinikum-nuernberg.de;1;Selbst. Kommunalunternehmen Klinikum Nürnberg;2;3;2;1;2;2;2
ID2034;09;564;000;Krankenhaus Martha-Maria;Krankenhaus Martha-Maria;Stadenstr.;58;90491;Nürnberg;0911 959-0;krankenhaus.nuernberg@martha-maria.de;www.martha-maria.de;2;Martha-Maria Krankenhaus gemeinnützige GmbH;2;2;2;2;2;2;2
ID2035;09;564;000;Maximilians-Augenklinik gemeinnützige GmbH;Maximilians-Augenklinik gemeinnützige GmbH;Erlenstegenstr.;30;90491;Nürnberg;0911 91994-0;info@maximilians-augenklinik.de;www.maximilians-augenklinik.de;2;Maximilians-Augenklinik e.V.;2;0;2;2;2;2;2
ID2036;09;564;000;Metropol Medical Clinic;Metropol Medical Care;Virnsberger Str.;75;90431;Nürnberg;0911 99904-444;harald.steib@mmc-nuernberg.de;www.metropol-medical-clinic.de;3;Metropol Medical Clinic GmbH;4;0;2;2;2;2;2
ID2037;09;564;000;Nürnberger Klinik für Ästhetisch-Plastische;Nürnberger Klinik für Ästhetisch-Plastische Chirurgie W. Gonzales;Laufamholzstr.;38;90482;Nürnberg;0911 548007-0;info@nuernberger-fachklinik.de;www.nuernberger-fachklinik.de;3;Wilfredo Gonzales Chirurg;4;0;2;2;2;2;2
ID2038;09;564;000;Nürnberger Klinik für Ästhetisch-Plastische Chirurgie;Nürnberger Klinik für Ästhetisch-Plastische Chirurgie;Sibeliusstr.;15;90491;Nürnberg;0911 95961-0;info@nuernbergerklinik.de;www.nuernbergerklinik.de;3;Dr. Jens Baetge;4;0;2;2;2;2;2
ID2039;09;564;000;St. Theresien Krankenhaus gGmbH;St. Theresien Krankenhaus gGmbH;Mommsenstr.;24;90491;Nürnberg;0911 5699-0;info@theresien-krankenhaus.de;www.theresien-krankenhaus.de;2;TGE-g Trägergesellschaft mbH für die Einr. der Schwestern v. Göttlichen Erlöser Prov. Deutschland;2;2;2;2;2;2;2
ID2040;09;564;000;Wallenstein Klinik GmbH Fachklinik f. Venen und Laser Zentrum Nürnberg;Wallenstein Klinik GmbH Fachklinik f. Venen und Laser Zentrum Nürnberg;Rothenburger Str.;243;90439;Nürnberg;0911 96199-0;info@wallensteinklinik.de;www.wallensteinklinik.de;3;Wallenstein Klinik GmbH Fachklinik für Venen und Laser Zentrum Nürnberg;4;0;2;2;2;2;2
ID2041;09;565;000;Krankenhaus Schwabach gGmbH;Krankenhaus Schwabach gGmbH;Regelsbacher Str.;7;91126;Schwabach;09122 182-1;information@stadtkrankenhaus-schwabach.de;www.stadtkrankenhaus-schwabach.de;1;Stadt Schwabach;2;1;2;2;2;2;2
ID2042;09;571;136;ANregiomed gKU, AöR;ANregiomed Klinik Dinkelsbühl;Crailsheimer Str.;6;91550;Dinkelsbühl;0981 484-0;;www.anregiomed.de;1;Stadt und Landkreis Ansbach;2;1;2;2;2;2;2
ID2043;09;571;180;Clinic Neuendettelsau;Clinic Neuendettelsau;Heilsbronner Str.;44;91564;Neuendettelsau;09874 85-233;info@clinic-neuendettelsau.de;www.diakonieneuendettelsau.de;2;Evang.-Luth. Diakoniewerk Neuendettelsau;2;1;2;2;2;2;2
ID2044;09;571;193;ANregiomed gKU, AöR;ANregiomed Klinik Rothenburg;Ansbacher Str.;131;91541;Rothenburg o. d. Tauber;0981 484-0;;www.anregiomed.de;1;Stadt und Landkreis Ansbach;2;1;2;2;2;2;2
ID2045;09;572;132;m&i-Fachklinik Herzogenaurach;m&i-Fachklinik Herzogenaurach;In der Reuth;1;91074;Herzogenaurach;09132 83-0;info@fachklinik-herzogenaurach.de;www.fachklinik-herzogenaurach.de;3;m&i-Klinikgesellschaft in Herzogenaurach GmbH;2;0;2;2;2;2;2
ID2046;09;572;135;Kreiskrankenhaus St. Anna Höchstadt a. d. Aisch;Kreiskrankenhaus St. Anna Höchstadt a. d. Aisch;Spitalstr.;5;91315;Höchstadt a. d. Aisch;09193 620-0;info@kreiskrankenhaus-hoechstadt.de;www.kreiskrankenhaus-hoechstadt.de;1;Landkreis Erlangen-Höchstadt;2;1;2;2;2;2;2
ID2047;09;574;112;Krankenhäuser Nürnberger Land GmbH;Krankenhäuser Nürnberger Land GmbH Krankenhaus Altdorf;Neumarkter Str.;6;90518;Altdorf;09123 180-0;info@kh-lauf.de;www.kh-lauf.de;1;Krankenhäuser Nürnberger Land GmbH;2;0;2;2;2;2;2
ID2048;09;574;120;Frankenalb-Klinik Engelthal;Frankenalb-Klinik Engelthal;Reschenbergstr.;20;91238;Engelthal;09158 926-0;frankenalbklinik@bezirkskliniken-mfr.de;www.frankenalbklinik.de;1;Bezirkskliniken Mittelfranken;2;0;2;2;2;2;2
ID2049;09;574;132;PsoriSol Hautklinik GmbH Fachklinik für Dermatologie, Allergologie & Dermatochirurgie;PsoriSol Hautklinik GmbH Fachklinik f.Dermatologie, Allergologie & Dermatochirurgie;Mühlstr.;31;91217;Hersbruck;09151 729-0;info@psorisol.de;www.psorisol.de;3;PsoriSol Hautklinik GmbH Fachklinik für Dermatologie, Allergologie & Dermatochirurgie;2;0;2;2;1;2;2
ID2050;09;574;138;Krankenhäuser Nürnberger Land GmbH;Krankenhäuser Nürnberger Land GmbH Krankenhaus Lauf;Simonshofer Str.;55;91207;Lauf a. d. Pegnitz;09123 180-0;info@kh-lauf.de;www.kh-lauf.de;1;Krankenhäuser Nürnberger Land GmbH;2;1;2;2;2;2;2
ID2051;09;574;157;Krankenhaus Rummelsberg;Krankenhaus Rummelsberg;Rummelsberg;71;90592;Schwarzenbruck;09128 50-42303;verwaltung-khr@rummelsberger.net;www.krankenhaus-rummelsberg.de;3;Sana Kliniken AG;2;1;2;2;2;2;2
ID2052;09;575;112;Dr. Becker Kiliani-Klinik AKUT;Dr. Becker Kiliani-Klinik AKUT;Schwarzallee;10;91438;Bad Windsheim;09841 93-0;info.kiliani-klinik@dbkg.de;www.dbkg.de;3;Dr. Becker Klinikgesellschaft mbH & Co. KG;2;0;2;2;2;2;2
ID2053;09;575;112;Kliniken des Landkreises Neustadt a. d. Aisch-Bad Windsheim;Kliniken des Landkreises Neustadt a. d. Aisch-Bad Windsheim Klinik Bad Windsheim;Erkenbrechtallee;45;91438;Bad Windsheim;09161 70-0;info@kliniken-nea.de;www.kliniken-nea.de;1;Kliniken des Landkreises Neustadt a. d. Aisch-Bad Windsheim;2;1;2;2;1;2;2
ID2054;09;575;153;Kliniken des Landkreises Neustadt a. d. Aisch-Bad Windsheim;Kliniken des Landkreises Neustadt a. d. Aisch-Bad Windsheim Klinik Neustadt;Paracelsusstr.;30;91413;Neustadt a. d. Aisch;09161 70-0;info@kliniken-nea.de;www.kliniken-nea.de;1;Kliniken des Landkreises Neustadt a. d. Aisch-Bad Windsheim;2;2;2;2;2;2;2
ID2055;09;575;153;Klinikum am Europakanal;Klinikum am Europakanal Pschiatrische Tagesklinik Neustadt a.d. Aisch;Paracelsusstr.;36a;91413;Neustadt a.d. Aisch;09131 753-0;klinikum.am.europakanal@bezirkskliniken-mfr.de;www.klinikum-am-europakanal.de;1;Bezirkskliniken Mittelfranken;2;0;2;2;2;2;2
ID2056;09;575;168;Heiligenfeld Klinik Uffenheim;Heiligenfeld Klinik Uffenheim;Krankenhausstr.;1;97215;Uffenheim;0971 84-0;info@heiligenfeld.de;www.uffenheim.heiligenfeld.de;3;Heiligenfeld Klinik Uffenheim GmbH;2;0;2;2;2;2;2
ID2057;09;576;143;Bezirksklinikum Ansbach;Psychiatrische Tagesklinik Roth;Weinbergweg;12a;91154;Roth;0981 4653-0;info@bezirkskliniken-mfr.de;www.bezirksklinikum-ansbach.de;1;Bezirkskliniken Mittelfranken;2;0;2;2;2;2;2
ID2058;09;576;143;Kreisklinik Roth;Kreisklinik Roth;Weinbergweg;14;91154;Roth;09171 802-0;info@kreisklinik-roth.de;www.kreisklinik-roth.de;1;Landkreis Roth;2;1;2;2;2;2;2
ID2059;09;577;136;Klinikum Altmühlfranken Gunzenhausen;Klinikum Altmühlfranken Gunzenhausen;Albert-Schweitzer-Str.;90;91710;Gunzenhausen;09831 52-0;info@klinikum-altmuehlfranken.de;www.klinikum-altmuehlfranken.de;1;Landkreis Weißenburg-Gunzenhausen;2;1;2;2;2;2;2
ID2060;09;577;177;Bezirksklinikum Ansbach;Bezirksklinikum Ansbach Psychiatrische Tagesklinik Weißenburg;Krankenhausstr.;5;91781;Weißenburg i. Bay.;0981 4653-0;info@bezirkskliniken-mfr.de;www.bezirksklinikum-ansbach.de;1;Bezirkskliniken Mittelfranken;2;0;2;2;2;2;2
ID2061;09;577;177;Klinikum Altmühlfranken Weißenburg;Klinikum Altmühlfranken Weißenburg;Krankenhausstr.;1;91781;Weißenburg i. Bay.;09141 903-0;info@klinikum-altmuehlfranken.de;www.klinikum-altmuehlfranken.de;1;Landkreis Weißenburg-Gunzenhausen;2;1;2;2;2;2;2
ID2062;09;661;000;Bergmann Hofgartenklinik;Bergmann Hofgartenklinik;Hofgartenstr.;6;63739;Aschaffenburg;06021 303-0;info.ch@de.capio.com;www.capio-hofgartenklinik.de;3;Capio Deutsche Klinik Aschaffenburg GmbH;2;0;2;2;2;2;2
ID2063;09;661;000;Klinik am Ziegelberg Frauenklinik Aschaffenburg;Klinik am Ziegelberg Frauenklinik Aschaffenburg;Ziegelbergstr.;5;63739;Aschaffenburg;06021 3017-0;info@frauenklinik.com;www.frauenklinik.com;3;Priv. Doz. Dr. Dr. M. Halbach;2;0;2;2;2;2;2
ID2064;09;661;000;Klinikum Aschaffenburg-Alzenau;Klinikum Aschaffenburg-Alzenau Standort Aschaffenburg;Am Hasenkopf;1;63739;Aschaffenburg;06021 32-2190;vera.kaufmann@klinikum-ab-alz.de;www.klinikum-ab-alz.de;1;Klinikum Aschaffenburg-Alzenau gemeinnützige GmbH;2;3;2;1;2;2;2
